id,FT0000,FT0001,FT0002,FT0003,FT0004,FT0005,FT0006,FT0007,FT0008,FT0009
a44a5f4c5e13910205404271e750e7bc,1.431616,0.246528,0.221773,0.021017,0.261604,-0.125615,-0.352360,-0.099876,0.615548,0.087185
5cd06ad38bc1e842b7f3e37210b8e574,0.304097,0.016695,0.008105,0.047117,0.221799,-0.208682,0.006000,0.029713,0.439236,-0.400243
239eff19cbe449331801cd1e89c84d2c,3.326148,-3.941154,0.647150,-1.572782,-0.178286,-1.132487,0.162826,0.513717,0.194991,0.249291
5034105b2e14a5d71522ed8054db89ac,2.196311,0.148855,-1.269554,0.747390,-1.254379,0.265819,-0.108583,3.091442,-1.385208,0.804617
ab4d2c1023ad1b13f937988ea8cae5f4,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
f6840301d8d7254504a3f5ff2494275d,3.832495,-4.306008,-0.620661,1.329155,0.361838,0.665535,0.550491,-0.558175,-0.403091,-0.142906
7646126241b9ee0dd51489cc482b7858,3.835436,-4.319060,-0.627173,1.348781,0.367662,0.677973,0.561160,-0.570631,-0.412184,-0.148172
caaa78de21c6115513d60f4104bb24d7,0.017401,0.017445,0.020156,0.001431,0.017180,0.008143,0.043042,0.003933,0.023323,0.026264
08176ca2b25f1c6edc85f39b9a989587,1.357687,-0.060303,-1.276705,0.499171,-0.139554,-0.518946,0.088110,0.657085,-0.141103,-0.257280
1091387947cb36d4f539a5ce71716196,0.001009,0.001134,-0.002916,-0.002351,-0.003967,0.003081,0.001368,0.002934,0.004983,0.000582
5de6fe78f9b5dba888d4b850bd3f51aa,3.326148,-3.941154,0.647150,-1.572782,-0.178286,-1.132487,0.162826,0.513717,0.194991,0.249291
baca7942da0d908d1b5f0fafd3cf97d2,2.353264,0.004804,0.240183,0.227799,0.044548,0.361411,-0.809209,-0.314924,-0.225127,-0.686357
23b24cf467f1fdc97abd8809251666bb,3.326276,-3.942327,0.648002,-1.574934,-0.178574,-1.134187,0.162763,0.514320,0.195440,0.249739
c3b7a1b3ec463cbba2420483f064c0d4,3.840020,-4.332301,-0.625469,1.312959,0.377118,0.757843,0.480817,-0.562685,-0.392762,-0.133132
50d15cf0af0849bd12d58d89d9942409,3.842331,-4.342078,-0.629424,1.323364,0.381623,0.772882,0.480962,-0.569983,-0.397561,-0.135589
848c9a40a4b8aa303225ee82cc8f4449,3.832181,-4.304415,-0.619819,1.326874,0.361162,0.663979,0.549235,-0.556738,-0.401989,-0.142480
35f78a9b49fedaa358a6e48646ac7a62,3.322519,-3.922854,0.636650,-1.538606,-0.173989,-1.100495,0.157094,0.496198,0.187951,0.239235
1cf186569f6247a3055812ef66de7c36,4.120177,0.249121,0.364383,1.009390,0.767966,-0.751582,-0.383607,-0.428835,0.620208,-0.385012
9a0f2ba8653aa7dafc862a7415426f71,3.322852,-3.924627,0.637633,-1.541650,-0.174345,-1.103330,0.157591,0.497638,0.188532,0.240107
6e9f7de2c1abc9782dc85e25d938f5b9,3.839318,-4.339250,-0.638440,1.378909,0.376532,0.697706,0.579223,-0.588405,-0.427850,-0.153792
33b2ab3c498b3f4278ac6b5ff70002a1,2.200261,0.150828,-1.283611,0.761129,-1.278413,0.261603,-0.116031,3.137792,-1.410333,0.809402
a706764a6c3e65b5e78583965e7a001f,0.006575,0.004564,-0.009994,0.016164,-0.030852,-0.038863,-0.034008,-0.021632,0.009863,0.027188
4769fef13839d4f744e113fd8594982f,4.504510,-4.234944,-0.097045,1.410987,0.426983,0.688294,0.353370,-0.624622,-0.675498,-0.173401
0be949d8bd60bfa9eba3bac4ef64f291,0.543282,0.268978,-0.702868,-0.342922,0.121355,-0.220730,0.185510,-0.154445,0.008973,-0.040117
ac0bbf802e86078d141677ed7889c6aa,4.118159,-4.449093,-0.913123,1.696595,0.056233,0.702878,0.449833,-0.270409,-0.375948,-0.284869
18c1f08092ded5c9376942d3fbc07617,1.438574,-0.138595,-0.104975,0.275773,0.205562,-0.221227,-0.635315,0.095232,0.183759,-0.518015
081f3caee521a31f5b155fdb466c98c5,3.322852,-3.924627,0.637633,-1.541650,-0.174345,-1.103330,0.157591,0.497638,0.188532,0.240107
4a51ee25b10bed48e67c1e2ac1e46d1d,2.485497,0.859366,0.243367,-0.007486,-0.229273,0.478939,0.392269,0.596514,-0.390577,0.103145
480e59cb2806ce91ff94b361f7328f57,3.323519,-3.924546,0.638365,-1.541853,-0.174923,-1.103572,0.155393,0.498621,0.188849,0.239191
cf4b0031637b31acf42e27792f125821,1.817485,0.217869,-0.317539,0.252399,-0.050552,-0.363690,-0.206400,0.335621,-0.054716,-0.456277
97cd468e3733f515d709708d57eecf06,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
5e97e6073fb8727f4c4fddaab6487ea5,5.494303,1.877700,-5.129477,-2.400899,3.201091,-0.579290,-0.645994,-0.444304,-0.761056,-0.076512
85f909f751249efbc329469fde829eee,3.322519,-3.922854,0.636650,-1.538606,-0.173989,-1.100495,0.157094,0.496198,0.187951,0.239235
ffb1bed878875b62872d84ee9abdd122,2.987928,0.708736,-1.516271,-3.008431,-5.641490,0.833666,2.083686,-2.151130,-1.267769,-1.864683
9676b2336ae3f210e3bf25b2f35699fb,3.839592,-4.334183,-0.634925,1.373691,0.374261,0.693730,0.572181,-0.584667,-0.425039,-0.156090
1d3e1854e76101ef4af6f0abf64ce671,1.496656,-0.059450,-0.941233,0.070026,0.305731,-0.677249,-0.097094,-0.060197,1.030075,-0.386441
846f33f33286b62b09490e72e7cbcf91,0.303387,0.015579,0.005794,0.047339,0.223266,-0.212861,0.002092,0.029019,0.448595,-0.411338
7dd5e778f335ad7cedc6a2239c580436,3.840020,-4.332301,-0.625469,1.312959,0.377118,0.757843,0.480817,-0.562685,-0.392762,-0.133132
43078650d984f509c4ba50d54195e97f,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
8d00b064d25800bb6503853cb5fd64c3,3.843043,-4.340078,-0.634811,1.322959,0.381037,0.771433,0.487365,-0.564126,-0.393050,-0.137342
5bcafd79412fef5e704b1bcf85a4b324,3.842304,-4.350557,-0.641885,1.387686,0.381930,0.719983,0.572508,-0.595342,-0.431402,-0.156146
3d025a6800922a8e7bac6a83441a1bf6,3.832181,-4.304415,-0.619819,1.326874,0.361162,0.663979,0.549235,-0.556738,-0.401989,-0.142480
40493515fe3b9400bfbf93dfaa8125c7,0.303387,0.015579,0.005794,0.047339,0.223266,-0.212861,0.002092,0.029019,0.448595,-0.411338
3a075974164ae19f07deded82132f4bf,0.008064,0.005700,0.003552,-0.004161,0.001394,-0.006484,-0.046555,-0.022415,-0.075765,-0.044909
e3f127da90423b2ef4c100eeb75aaa36,0.074009,0.057070,-0.029845,-0.076173,0.066830,0.146158,-0.023394,-0.015404,0.075701,0.116765
c2a100d958411b111a274c79565f97c4,5.494303,1.877700,-5.129477,-2.400899,3.201091,-0.579290,-0.645994,-0.444304,-0.761056,-0.076512
fea24b73fbdaab175bef9e87ce17ea32,4.773419,1.828670,1.478177,-1.390682,0.686391,0.017340,-1.448108,-1.846179,-5.148177,-0.303927
96b273316f2bf1272f2c3c5fbbe1e9f5,3.835436,-4.319060,-0.627173,1.348781,0.367662,0.677973,0.561160,-0.570631,-0.412184,-0.148172
0d015213eb4caa94df4e527395853c71,3.842331,-4.342078,-0.629424,1.323364,0.381623,0.772882,0.480962,-0.569983,-0.397561,-0.135589
fbcc5d28f77f8ba5c7c2e9a4ed8a8f96,0.008064,0.005700,0.003552,-0.004161,0.001394,-0.006484,-0.046555,-0.022415,-0.075765,-0.044909
c383b9699faec57e54120b5bc50ddd64,4.135834,-4.288676,-0.615932,1.374406,0.580791,0.454259,0.550087,-0.527551,0.037665,-0.545264
758bb9042619e21553aa37a0c736cff2,3.322519,-3.922854,0.636650,-1.538606,-0.173989,-1.100495,0.157094,0.496198,0.187951,0.239235
f0cc319d156c7e120b11c4c052d1d681,2.228707,-0.059637,-1.387302,1.039553,-1.178066,0.456937,0.029317,2.908422,-1.532476,0.730164
64cf10056764ccf940bac49418ee40c5,3.322920,-3.924755,0.637764,-1.542051,-0.174484,-1.103674,0.157651,0.497960,0.188784,0.240130
657c26eaa77d829663abea58080a40ff,0.303387,0.015579,0.005794,0.047339,0.223266,-0.212861,0.002092,0.029019,0.448595,-0.411338
3935a282377b69351ba285cee956edf9,3.839318,-4.339250,-0.638440,1.378909,0.376532,0.697706,0.579223,-0.588405,-0.427850,-0.153792
4a7d12b865711aa8e74247fb87e650f3,3.322519,-3.922854,0.636650,-1.538606,-0.173989,-1.100495,0.157094,0.496198,0.187951,0.239235
65dcfbab4fd1fa10802ef9d98e2772f8,3.835436,-4.319060,-0.627173,1.348781,0.367662,0.677973,0.561160,-0.570631,-0.412184,-0.148172
b8e046eb33657faeb1141aaf53c84fc5,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
60c3ca981cfc727d7b383b406aa6f765,6.277921,0.924817,0.544867,0.797217,0.271019,-0.741880,-0.581893,0.081357,-0.130370,-0.631081
f9827c54f1d94dfdac11e70154145f9a,3.322519,-3.922854,0.636650,-1.538606,-0.173989,-1.100495,0.157094,0.496198,0.187951,0.239235
5f87e06b58ddfef5bcc95f69f47ad026,3.860126,-4.326059,-0.661896,1.377332,0.364183,0.728692,0.602362,-0.561875,-0.381862,-0.190490
1942012b1178a7f20af18c9e6bdae5ba,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
274141fde85b3b9e323681984beb503d,1.707832,1.084437,-0.744597,-0.939818,-0.310444,0.879705,1.349912,0.193861,1.019691,0.132218
aa9357f469b44114e6083e71f56adda8,4.773419,1.828670,1.478177,-1.390682,0.686391,0.017340,-1.448108,-1.846179,-5.148177,-0.303927
a881503588f49a21c8e2f1a31e235f68,1.466182,0.179134,-0.703012,0.096853,0.202440,-0.145954,-0.205068,0.925460,-1.047480,0.860302
