id,FT0000,FT0001,FT0002,FT0003,FT0004,FT0005,FT0006,FT0007,FT0008,FT0009
a44a5f4c5e13910205404271e750e7bc,0.004168,0.004167,0.653869,0.004167,0.312793,0.004167,0.004167,0.004167,0.004167,0.004167
5cd06ad38bc1e842b7f3e37210b8e574,0.014289,0.014286,0.871419,0.014286,0.014286,0.014288,0.014286,0.014287,0.014286,0.014286
239eff19cbe449331801cd1e89c84d2c,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
5034105b2e14a5d71522ed8054db89ac,0.003126,0.003125,0.003125,0.003125,0.003125,0.897519,0.077479,0.003125,0.003125,0.003125
ab4d2c1023ad1b13f937988ea8cae5f4,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.550000,0.050000
f6840301d8d7254504a3f5ff2494275d,0.003226,0.003226,0.003226,0.970966,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226
7646126241b9ee0dd51489cc482b7858,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
caaa78de21c6115513d60f4104bb24d7,0.025005,0.025003,0.503641,0.025000,0.025003,0.025000,0.296336,0.025002,0.025000,0.025009
08176ca2b25f1c6edc85f39b9a989587,0.003449,0.003448,0.003449,0.003449,0.003449,0.003450,0.003449,0.045683,0.003449,0.926727
1091387947cb36d4f539a5ce71716196,0.025000,0.025000,0.025000,0.025000,0.025000,0.025000,0.025000,0.025000,0.775000,0.025000
5de6fe78f9b5dba888d4b850bd3f51aa,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
baca7942da0d908d1b5f0fafd3cf97d2,0.003031,0.003030,0.003031,0.003031,0.559744,0.003030,0.003031,0.373484,0.045558,0.003031
23b24cf467f1fdc97abd8809251666bb,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
c3b7a1b3ec463cbba2420483f064c0d4,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
50d15cf0af0849bd12d58d89d9942409,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
848c9a40a4b8aa303225ee82cc8f4449,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
35f78a9b49fedaa358a6e48646ac7a62,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
1cf186569f6247a3055812ef66de7c36,0.002273,0.002273,0.002273,0.002273,0.002273,0.002273,0.002273,0.979543,0.002273,0.002273
9a0f2ba8653aa7dafc862a7415426f71,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704
6e9f7de2c1abc9782dc85e25d938f5b9,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
33b2ab3c498b3f4278ac6b5ff70002a1,0.003334,0.003333,0.003333,0.003334,0.003333,0.969998,0.003334,0.003333,0.003333,0.003334
a706764a6c3e65b5e78583965e7a001f,0.009091,0.009091,0.009092,0.009091,0.009092,0.009091,0.009091,0.009091,0.918180,0.009091
4769fef13839d4f744e113fd8594982f,0.002941,0.002941,0.002941,0.973528,0.002941,0.002941,0.002941,0.002941,0.002941,0.002941
0be949d8bd60bfa9eba3bac4ef64f291,0.006251,0.943745,0.006250,0.006250,0.006251,0.006250,0.006251,0.006251,0.006251,0.006250
ac0bbf802e86078d141677ed7889c6aa,0.003030,0.003030,0.003030,0.972726,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030
18c1f08092ded5c9376942d3fbc07617,0.007144,0.007143,0.007144,0.007144,0.007144,0.007143,0.935704,0.007144,0.007146,0.007143
081f3caee521a31f5b155fdb466c98c5,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704
4a51ee25b10bed48e67c1e2ac1e46d1d,0.963996,0.004000,0.004001,0.004000,0.004001,0.004001,0.004000,0.004000,0.004000,0.004000
480e59cb2806ce91ff94b361f7328f57,0.003572,0.003572,0.003572,0.928463,0.003572,0.042964,0.003572,0.003572,0.003572,0.003572
