id,FT0000,FT0001,FT0002,FT0003,FT0004,FT0005,FT0006,FT0007,FT0008,FT0009
7e79f1a9cb10504dd2fc569d84f2a346,2.151570,-0.008580,0.675988,0.449385,-0.446374,-0.188009,-0.414892,-0.112972,0.059994,-0.598089
4a2f52a31466509462042dacd3d66de7,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
f22f6ec19360a7bcc7e0f6c76912c88b,0.333396,0.277121,-0.292012,0.105339,-0.545784,-0.210410,-0.220277,-0.310127,0.303562,0.430920
6382e9933644b1751511264ec8194ef5,1.643621,0.589308,-1.211652,-0.423755,-0.408378,0.656473,0.514321,0.385938,0.571345,0.098706
638c2f2961777b10009d7fdebae561bc,0.546652,0.533914,-0.464122,-0.329787,0.083323,0.083331,0.559332,0.219650,-0.047839,0.143431
fdd2536131a3fa4add42174bd06a44a9,4.494692,-2.486347,0.294103,-2.119248,0.335151,2.990936,-3.082503,0.424581,0.681824,0.453223
96f671e208c0b3fa2c16bd75d2a2c623,2.485497,0.859366,0.243367,-0.007486,-0.229273,0.478939,0.392269,0.596514,-0.390577,0.103145
e61ab803407cfa8089f30e98ec25e7ff,1.473291,0.158615,-0.677046,-0.002202,0.235488,0.013256,-0.387762,0.877554,-0.952207,0.862489
c5721a893d7f281142d8072106677b69,3.322519,-3.922854,0.636650,-1.538606,-0.173989,-1.100495,0.157094,0.496198,0.187951,0.239235
c046e0825a0514c069bc9324bea3c0c8,0.308215,0.299189,-0.405396,-0.123063,0.124662,-0.209155,0.164612,0.005324,-0.176995,0.098916
d53220af27428bfec4de2f6a2201cb5d,3.895636,0.043266,-1.201775,0.520227,-1.797654,1.628744,-1.176314,-1.930736,1.571154,4.270624
99afaf8df3fbda5c1555b7428368192e,19.930570,2.139532,-0.000118,-0.670737,2.774590,-2.506673,3.398485,1.149382,2.187030,-0.356139
c4286223103f8eb6a63778aa53aaeda0,0.570731,0.256500,-0.682991,-0.296933,-0.441123,-0.090264,0.135843,-0.202259,0.403149,0.412835
b4a163208a8f677aa35f363922f78a87,3.840334,-4.333896,-0.626313,1.315254,0.377805,0.759395,0.482107,-0.564128,-0.393899,-0.133586
6f023f18cf62802daa33560078722d71,3.837682,-4.331002,-0.633976,1.366875,0.372920,0.689907,0.572218,-0.580744,-0.421806,-0.151232
f1219276b600fd58368320fea58124a3,0.275625,-0.252461,-0.139099,-0.190838,-0.512194,0.046860,0.112285,-0.316809,0.275361,-0.060505
1bd6ecbeb790631e368bf2bbd9d65fc0,2.351956,-0.410857,-0.614362,0.400232,-0.126007,-0.404737,-0.136918,0.022785,0.349405,0.265258
13012b421b80ee961ae98f0dc6dabf70,3.832181,-4.304415,-0.619819,1.326874,0.361162,0.663979,0.549235,-0.556738,-0.401989,-0.142480
9ab3310679019597edeb0a7817e91d6b,0.058289,-0.182833,-0.059167,-0.126224,0.108196,-0.012244,-0.067210,-0.077155,-0.201447,-0.014414
fbbb27a6c006e413ffd11f7b8cfa05bf,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5db6a74cc9a70f7bed21dbaccefb2bc6,4.222694,0.617872,0.280297,-0.159015,0.998408,-0.438940,-0.338532,0.394374,0.842786,-0.701722
215c2b210defaa96c82aa7fc914b3aa3,11.607369,3.774597,-2.405468,0.593921,0.392078,-0.665561,1.717069,1.862860,-0.050491,0.268395
bbc5bb42d232a12c1c4a36d19ea3edc3,2.579864,0.722430,-0.739328,-0.391427,0.657350,-0.352319,0.653783,-0.280836,0.881382,-0.299038
5cc2990d426cb95ed5196c84b764719e,3.814428,0.434165,1.935578,0.934768,0.235389,-0.491052,-0.977939,0.058941,0.242918,-0.879585
04eb42ef3e9d0fc01d0d92b9b8553c98,0.012830,0.009256,-0.032400,0.034392,-0.059078,-0.077856,-0.065600,-0.033237,0.008521,0.054276
38f735db0957f82fa85a3c489e1a2f48,2.163190,-0.576703,0.037673,0.522689,0.186154,-0.279545,0.072686,-0.221574,0.672868,0.128523
78ebb5ecfad4253875e79be72890671e,0.041758,-0.199366,-0.109143,0.294996,0.084160,0.183959,0.155944,-0.173930,-0.146071,-0.065258
fa057a10cab66291f75325a615a49022,3.028230,0.509000,-1.624915,-2.713152,-5.560912,1.028507,2.245462,-2.312294,-1.424191,-1.919221
7a9edcb72e9324646036b61eb8bca34e,0.132040,-0.157896,-0.041792,-0.047748,-0.088627,0.133503,-0.200535,-0.073606,0.271279,0.154573
7953cb8c862e491e814ff879c6b15d70,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
fb55098867b9ca9e700e98d01132440b,4.494563,-2.487546,0.292016,-2.122086,0.334960,2.997154,-3.080480,0.426317,0.684134,0.457300
c8ed583f577be835622691017a4510ac,6.903457,-0.175913,0.265712,-1.752881,1.513051,1.751838,-1.800319,-1.122426,0.943486,-1.107664
6ba02759b7b6b1a9d63e52cdb987790f,2.990491,0.697572,-1.521756,-2.991625,-5.636526,0.844463,2.092680,-2.161855,-1.275818,-1.869034
4ec81e7c61d37a22e6312c46f6470d0b,4.929962,2.295973,-3.520361,0.089385,0.795711,-3.135433,1.212455,1.176633,-0.143107,-1.176549
8b5272272cd2f0c14a87ea80aee687b4,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
599200400fb7c5daa538790980080878,0.228744,-0.080695,-0.158970,-0.209334,-0.571268,0.248367,-0.010347,-0.438536,0.621642,0.162175
c67fcbd8cd0713809df3d2fe3335471f,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4aec1e509de877a3096de291dc7f9233,0.514172,-0.306615,-0.621430,0.420254,-0.087490,0.086237,-0.008325,0.159922,0.010067,-0.282014
